time	V(n005)
Step Information: X=363  (Step: 364/1001)
0.000000000000000e+00	1.004917e+00
4.892869781988886e-04	1.004917e+00
5.000000000000000e-04	1.004917e+00
Step Information: X=364  (Step: 365/1001)
0.000000000000000e+00	9.946889e-01
4.892869781988886e-04	9.946889e-01
5.000000000000000e-04	9.946889e-01
Step Information: X=365  (Step: 366/1001)
0.000000000000000e+00	1.024100e+00
4.892869781988886e-04	1.024100e+00
5.000000000000000e-04	1.024100e+00
Step Information: X=366  (Step: 367/1001)
0.000000000000000e+00	1.001145e+00
4.892869781988886e-04	1.001145e+00
5.000000000000000e-04	1.001145e+00
Step Information: X=367  (Step: 368/1001)
0.000000000000000e+00	1.000952e+00
4.892869781988886e-04	1.000952e+00
5.000000000000000e-04	1.000952e+00
Step Information: X=368  (Step: 369/1001)
0.000000000000000e+00	1.002772e+00
4.892869781988886e-04	1.002772e+00
5.000000000000000e-04	1.002772e+00
Step Information: X=369  (Step: 370/1001)
0.000000000000000e+00	9.937804e-01
4.892869781988886e-04	9.937804e-01
5.000000000000000e-04	9.937804e-01
Step Information: X=370  (Step: 371/1001)
0.000000000000000e+00	9.946174e-01
4.892869781988886e-04	9.946174e-01
5.000000000000000e-04	9.946174e-01
Step Information: X=371  (Step: 372/1001)
0.000000000000000e+00	1.003845e+00
4.892869781988886e-04	1.003845e+00
5.000000000000000e-04	1.003845e+00
Step Information: X=372  (Step: 373/1001)
0.000000000000000e+00	1.007674e+00
4.892869781988886e-04	1.007674e+00
5.000000000000000e-04	1.007674e+00
Step Information: X=373  (Step: 374/1001)
0.000000000000000e+00	1.004261e+00
4.892869781988886e-04	1.004261e+00
5.000000000000000e-04	1.004261e+00
Step Information: X=374  (Step: 375/1001)
0.000000000000000e+00	1.005727e+00
4.892869781988886e-04	1.005727e+00
5.000000000000000e-04	1.005727e+00
Step Information: X=375  (Step: 376/1001)
0.000000000000000e+00	1.012100e+00
4.892869781988886e-04	1.012100e+00
5.000000000000000e-04	1.012100e+00
Step Information: X=376  (Step: 377/1001)
0.000000000000000e+00	1.011316e+00
4.892869781988886e-04	1.011316e+00
5.000000000000000e-04	1.011316e+00
Step Information: X=377  (Step: 378/1001)
0.000000000000000e+00	9.979178e-01
4.892869781988886e-04	9.979178e-01
5.000000000000000e-04	9.979178e-01
Step Information: X=378  (Step: 379/1001)
0.000000000000000e+00	9.962970e-01
4.892869781988886e-04	9.962970e-01
5.000000000000000e-04	9.962970e-01
Step Information: X=379  (Step: 380/1001)
0.000000000000000e+00	1.005795e+00
4.892869781988886e-04	1.005795e+00
5.000000000000000e-04	1.005795e+00
Step Information: X=380  (Step: 381/1001)
0.000000000000000e+00	1.011843e+00
4.892869781988886e-04	1.011843e+00
5.000000000000000e-04	1.011843e+00
Step Information: X=381  (Step: 382/1001)
0.000000000000000e+00	1.014238e+00
4.892869781988886e-04	1.014238e+00
5.000000000000000e-04	1.014238e+00
Step Information: X=382  (Step: 383/1001)
0.000000000000000e+00	1.002527e+00
4.892869781988886e-04	1.002527e+00
5.000000000000000e-04	1.002527e+00
Step Information: X=383  (Step: 384/1001)
0.000000000000000e+00	1.005167e+00
4.892869781988886e-04	1.005167e+00
5.000000000000000e-04	1.005167e+00
Step Information: X=384  (Step: 385/1001)
0.000000000000000e+00	1.005892e+00
4.892869781988886e-04	1.005892e+00
5.000000000000000e-04	1.005892e+00
Step Information: X=385  (Step: 386/1001)
0.000000000000000e+00	1.006696e+00
4.892869781988886e-04	1.006696e+00
5.000000000000000e-04	1.006696e+00
Step Information: X=386  (Step: 387/1001)
0.000000000000000e+00	1.021351e+00
4.892869781988886e-04	1.021351e+00
5.000000000000000e-04	1.021351e+00
Step Information: X=387  (Step: 388/1001)
0.000000000000000e+00	1.005439e+00
4.892869781988886e-04	1.005439e+00
5.000000000000000e-04	1.005439e+00
Step Information: X=388  (Step: 389/1001)
0.000000000000000e+00	1.004999e+00
4.892869781988886e-04	1.004999e+00
5.000000000000000e-04	1.004999e+00
Step Information: X=389  (Step: 390/1001)
0.000000000000000e+00	1.022615e+00
4.892869781988886e-04	1.022615e+00
5.000000000000000e-04	1.022615e+00
Step Information: X=390  (Step: 391/1001)
0.000000000000000e+00	1.000540e+00
4.892869781988886e-04	1.000540e+00
5.000000000000000e-04	1.000540e+00
Step Information: X=391  (Step: 392/1001)
0.000000000000000e+00	9.834825e-01
4.892869781988886e-04	9.834825e-01
5.000000000000000e-04	9.834825e-01
Step Information: X=392  (Step: 393/1001)
0.000000000000000e+00	9.983663e-01
4.892869781988886e-04	9.983663e-01
5.000000000000000e-04	9.983663e-01
Step Information: X=393  (Step: 394/1001)
0.000000000000000e+00	9.929855e-01
4.892869781988886e-04	9.929855e-01
5.000000000000000e-04	9.929855e-01
Step Information: X=394  (Step: 395/1001)
0.000000000000000e+00	9.857204e-01
4.892869781988886e-04	9.857204e-01
5.000000000000000e-04	9.857204e-01
Step Information: X=395  (Step: 396/1001)
0.000000000000000e+00	9.857638e-01
4.892869781988886e-04	9.857638e-01
5.000000000000000e-04	9.857638e-01
Step Information: X=396  (Step: 397/1001)
0.000000000000000e+00	1.017744e+00
4.892869781988886e-04	1.017744e+00
5.000000000000000e-04	1.017744e+00
Step Information: X=397  (Step: 398/1001)
0.000000000000000e+00	1.001320e+00
4.892869781988886e-04	1.001320e+00
5.000000000000000e-04	1.001320e+00
Step Information: X=398  (Step: 399/1001)
0.000000000000000e+00	1.026023e+00
4.892869781988886e-04	1.026023e+00
5.000000000000000e-04	1.026023e+00
Step Information: X=399  (Step: 400/1001)
0.000000000000000e+00	1.005428e+00
4.892869781988886e-04	1.005428e+00
5.000000000000000e-04	1.005428e+00
Step Information: X=400  (Step: 401/1001)
0.000000000000000e+00	1.007000e+00
4.892869781988886e-04	1.007000e+00
5.000000000000000e-04	1.007000e+00
Step Information: X=401  (Step: 402/1001)
0.000000000000000e+00	1.001286e+00
4.892869781988886e-04	1.001286e+00
5.000000000000000e-04	1.001286e+00
Step Information: X=402  (Step: 403/1001)
0.000000000000000e+00	9.929594e-01
4.892869781988886e-04	9.929594e-01
5.000000000000000e-04	9.929594e-01
Step Information: X=403  (Step: 404/1001)
0.000000000000000e+00	1.007849e+00
4.892869781988886e-04	1.007849e+00
5.000000000000000e-04	1.007849e+00
Step Information: X=404  (Step: 405/1001)
0.000000000000000e+00	9.978933e-01
4.892869781988886e-04	9.978933e-01
5.000000000000000e-04	9.978933e-01
Step Information: X=405  (Step: 406/1001)
0.000000000000000e+00	1.010843e+00
4.892869781988886e-04	1.010843e+00
5.000000000000000e-04	1.010843e+00
Step Information: X=406  (Step: 407/1001)
0.000000000000000e+00	1.000515e+00
4.892869781988886e-04	1.000515e+00
5.000000000000000e-04	1.000515e+00
Step Information: X=407  (Step: 408/1001)
0.000000000000000e+00	1.000030e+00
4.892869781988886e-04	1.000030e+00
5.000000000000000e-04	1.000030e+00
Step Information: X=408  (Step: 409/1001)
0.000000000000000e+00	1.002806e+00
4.892869781988886e-04	1.002806e+00
5.000000000000000e-04	1.002806e+00
Step Information: X=409  (Step: 410/1001)
0.000000000000000e+00	1.004892e+00
4.892869781988886e-04	1.004892e+00
5.000000000000000e-04	1.004892e+00
Step Information: X=410  (Step: 411/1001)
0.000000000000000e+00	9.866720e-01
4.892869781988886e-04	9.866720e-01
5.000000000000000e-04	9.866720e-01
Step Information: X=411  (Step: 412/1001)
0.000000000000000e+00	9.880384e-01
4.892869781988886e-04	9.880384e-01
5.000000000000000e-04	9.880384e-01
Step Information: X=412  (Step: 413/1001)
0.000000000000000e+00	9.887447e-01
4.892869781988886e-04	9.887447e-01
5.000000000000000e-04	9.887447e-01
Step Information: X=413  (Step: 414/1001)
0.000000000000000e+00	1.012721e+00
4.892869781988886e-04	1.012721e+00
5.000000000000000e-04	1.012721e+00
Step Information: X=414  (Step: 415/1001)
0.000000000000000e+00	9.882455e-01
4.892869781988886e-04	9.882455e-01
5.000000000000000e-04	9.882455e-01
Step Information: X=415  (Step: 416/1001)
0.000000000000000e+00	1.007275e+00
4.892869781988886e-04	1.007275e+00
5.000000000000000e-04	1.007275e+00
Step Information: X=416  (Step: 417/1001)
0.000000000000000e+00	1.020816e+00
4.892869781988886e-04	1.020816e+00
5.000000000000000e-04	1.020816e+00
Step Information: X=417  (Step: 418/1001)
0.000000000000000e+00	1.007444e+00
4.892869781988886e-04	1.007444e+00
5.000000000000000e-04	1.007444e+00
Step Information: X=418  (Step: 419/1001)
0.000000000000000e+00	1.011947e+00
4.892869781988886e-04	1.011947e+00
5.000000000000000e-04	1.011947e+00
Step Information: X=419  (Step: 420/1001)
0.000000000000000e+00	1.005390e+00
4.892869781988886e-04	1.005390e+00
5.000000000000000e-04	1.005390e+00
Step Information: X=420  (Step: 421/1001)
0.000000000000000e+00	1.019943e+00
4.892869781988886e-04	1.019943e+00
5.000000000000000e-04	1.019943e+00
Step Information: X=421  (Step: 422/1001)
0.000000000000000e+00	1.004630e+00
4.892869781988886e-04	1.004630e+00
5.000000000000000e-04	1.004630e+00
Step Information: X=422  (Step: 423/1001)
0.000000000000000e+00	1.008596e+00
4.892869781988886e-04	1.008596e+00
5.000000000000000e-04	1.008596e+00
Step Information: X=423  (Step: 424/1001)
0.000000000000000e+00	9.985318e-01
4.892869781988886e-04	9.985318e-01
5.000000000000000e-04	9.985318e-01
Step Information: X=424  (Step: 425/1001)
0.000000000000000e+00	1.001264e+00
4.892869781988886e-04	1.001264e+00
5.000000000000000e-04	1.001264e+00
Step Information: X=425  (Step: 426/1001)
0.000000000000000e+00	9.916560e-01
4.892869781988886e-04	9.916560e-01
5.000000000000000e-04	9.916560e-01
Step Information: X=426  (Step: 427/1001)
0.000000000000000e+00	1.006307e+00
4.892869781988886e-04	1.006307e+00
5.000000000000000e-04	1.006307e+00
Step Information: X=427  (Step: 428/1001)
0.000000000000000e+00	1.013392e+00
4.892869781988886e-04	1.013392e+00
5.000000000000000e-04	1.013392e+00
Step Information: X=428  (Step: 429/1001)
0.000000000000000e+00	1.008099e+00
4.892869781988886e-04	1.008099e+00
5.000000000000000e-04	1.008099e+00
Step Information: X=429  (Step: 430/1001)
0.000000000000000e+00	1.012515e+00
4.892869781988886e-04	1.012515e+00
5.000000000000000e-04	1.012515e+00
Step Information: X=430  (Step: 431/1001)
0.000000000000000e+00	1.010220e+00
4.892869781988886e-04	1.010220e+00
5.000000000000000e-04	1.010220e+00
Step Information: X=431  (Step: 432/1001)
0.000000000000000e+00	1.010861e+00
4.892869781988886e-04	1.010861e+00
5.000000000000000e-04	1.010861e+00
Step Information: X=432  (Step: 433/1001)
0.000000000000000e+00	9.893525e-01
4.892869781988886e-04	9.893525e-01
5.000000000000000e-04	9.893525e-01
Step Information: X=433  (Step: 434/1001)
0.000000000000000e+00	1.013145e+00
4.892869781988886e-04	1.013145e+00
5.000000000000000e-04	1.013145e+00
Step Information: X=434  (Step: 435/1001)
0.000000000000000e+00	1.008139e+00
4.892869781988886e-04	1.008139e+00
5.000000000000000e-04	1.008139e+00
Step Information: X=435  (Step: 436/1001)
0.000000000000000e+00	1.011850e+00
4.892869781988886e-04	1.011850e+00
5.000000000000000e-04	1.011850e+00
Step Information: X=436  (Step: 437/1001)
0.000000000000000e+00	9.988838e-01
4.892869781988886e-04	9.988838e-01
5.000000000000000e-04	9.988838e-01
Step Information: X=437  (Step: 438/1001)
0.000000000000000e+00	1.008659e+00
4.892869781988886e-04	1.008659e+00
5.000000000000000e-04	1.008659e+00
Step Information: X=438  (Step: 439/1001)
0.000000000000000e+00	1.023791e+00
4.892869781988886e-04	1.023791e+00
5.000000000000000e-04	1.023791e+00
Step Information: X=439  (Step: 440/1001)
0.000000000000000e+00	1.019431e+00
4.892869781988886e-04	1.019431e+00
5.000000000000000e-04	1.019431e+00
Step Information: X=440  (Step: 441/1001)
0.000000000000000e+00	9.766930e-01
4.892869781988886e-04	9.766930e-01
5.000000000000000e-04	9.766930e-01
Step Information: X=441  (Step: 442/1001)
0.000000000000000e+00	1.012223e+00
4.892869781988886e-04	1.012223e+00
5.000000000000000e-04	1.012223e+00
Step Information: X=442  (Step: 443/1001)
0.000000000000000e+00	1.008147e+00
4.892869781988886e-04	1.008147e+00
5.000000000000000e-04	1.008147e+00
Step Information: X=443  (Step: 444/1001)
0.000000000000000e+00	1.007032e+00
4.892869781988886e-04	1.007032e+00
5.000000000000000e-04	1.007032e+00
Step Information: X=444  (Step: 445/1001)
0.000000000000000e+00	9.912212e-01
4.892869781988886e-04	9.912212e-01
5.000000000000000e-04	9.912212e-01
Step Information: X=445  (Step: 446/1001)
0.000000000000000e+00	9.907032e-01
4.892869781988886e-04	9.907032e-01
5.000000000000000e-04	9.907032e-01
Step Information: X=446  (Step: 447/1001)
0.000000000000000e+00	1.014879e+00
4.892869781988886e-04	1.014879e+00
5.000000000000000e-04	1.014879e+00
Step Information: X=447  (Step: 448/1001)
0.000000000000000e+00	1.000198e+00
4.892869781988886e-04	1.000198e+00
5.000000000000000e-04	1.000198e+00
Step Information: X=448  (Step: 449/1001)
0.000000000000000e+00	9.947051e-01
4.892869781988886e-04	9.947051e-01
5.000000000000000e-04	9.947051e-01
Step Information: X=449  (Step: 450/1001)
0.000000000000000e+00	9.980931e-01
4.892869781988886e-04	9.980931e-01
5.000000000000000e-04	9.980931e-01
Step Information: X=450  (Step: 451/1001)
0.000000000000000e+00	1.009146e+00
4.892869781988886e-04	1.009146e+00
5.000000000000000e-04	1.009146e+00
Step Information: X=451  (Step: 452/1001)
0.000000000000000e+00	9.926414e-01
4.892869781988886e-04	9.926414e-01
5.000000000000000e-04	9.926414e-01
Step Information: X=452  (Step: 453/1001)
0.000000000000000e+00	1.008437e+00
4.892869781988886e-04	1.008437e+00
5.000000000000000e-04	1.008437e+00
Step Information: X=453  (Step: 454/1001)
0.000000000000000e+00	1.008601e+00
4.892869781988886e-04	1.008601e+00
5.000000000000000e-04	1.008601e+00
Step Information: X=454  (Step: 455/1001)
0.000000000000000e+00	1.003458e+00
4.892869781988886e-04	1.003458e+00
5.000000000000000e-04	1.003458e+00
Step Information: X=455  (Step: 456/1001)
0.000000000000000e+00	1.007164e+00
4.892869781988886e-04	1.007164e+00
5.000000000000000e-04	1.007164e+00
Step Information: X=456  (Step: 457/1001)
0.000000000000000e+00	1.001920e+00
4.892869781988886e-04	1.001920e+00
5.000000000000000e-04	1.001920e+00
Step Information: X=457  (Step: 458/1001)
0.000000000000000e+00	1.006667e+00
4.892869781988886e-04	1.006667e+00
5.000000000000000e-04	1.006667e+00
Step Information: X=458  (Step: 459/1001)
0.000000000000000e+00	9.900845e-01
4.892869781988886e-04	9.900845e-01
5.000000000000000e-04	9.900845e-01
Step Information: X=459  (Step: 460/1001)
0.000000000000000e+00	9.892983e-01
4.892869781988886e-04	9.892983e-01
5.000000000000000e-04	9.892983e-01
Step Information: X=460  (Step: 461/1001)
0.000000000000000e+00	9.876671e-01
4.892869781988886e-04	9.876671e-01
5.000000000000000e-04	9.876671e-01
Step Information: X=461  (Step: 462/1001)
0.000000000000000e+00	9.985431e-01
4.892869781988886e-04	9.985431e-01
5.000000000000000e-04	9.985431e-01
Step Information: X=462  (Step: 463/1001)
0.000000000000000e+00	9.944660e-01
4.892869781988886e-04	9.944660e-01
5.000000000000000e-04	9.944660e-01
Step Information: X=463  (Step: 464/1001)
0.000000000000000e+00	1.001841e+00
4.892869781988886e-04	1.001841e+00
5.000000000000000e-04	1.001841e+00
Step Information: X=464  (Step: 465/1001)
0.000000000000000e+00	1.001736e+00
4.892869781988886e-04	1.001736e+00
5.000000000000000e-04	1.001736e+00
Step Information: X=465  (Step: 466/1001)
0.000000000000000e+00	1.003792e+00
4.892869781988886e-04	1.003792e+00
5.000000000000000e-04	1.003792e+00
Step Information: X=466  (Step: 467/1001)
0.000000000000000e+00	1.015060e+00
4.892869781988886e-04	1.015060e+00
5.000000000000000e-04	1.015060e+00
Step Information: X=467  (Step: 468/1001)
0.000000000000000e+00	9.969472e-01
4.892869781988886e-04	9.969472e-01
5.000000000000000e-04	9.969472e-01
Step Information: X=468  (Step: 469/1001)
0.000000000000000e+00	9.930658e-01
4.892869781988886e-04	9.930658e-01
5.000000000000000e-04	9.930658e-01
Step Information: X=469  (Step: 470/1001)
0.000000000000000e+00	1.002918e+00
4.892869781988886e-04	1.002918e+00
5.000000000000000e-04	1.002918e+00
Step Information: X=470  (Step: 471/1001)
0.000000000000000e+00	1.006886e+00
4.892869781988886e-04	1.006886e+00
5.000000000000000e-04	1.006886e+00
Step Information: X=471  (Step: 472/1001)
0.000000000000000e+00	1.013688e+00
4.892869781988886e-04	1.013688e+00
5.000000000000000e-04	1.013688e+00
Step Information: X=472  (Step: 473/1001)
0.000000000000000e+00	9.941931e-01
4.892869781988886e-04	9.941931e-01
5.000000000000000e-04	9.941931e-01
Step Information: X=473  (Step: 474/1001)
0.000000000000000e+00	1.012646e+00
4.892869781988886e-04	1.012646e+00
5.000000000000000e-04	1.012646e+00
Step Information: X=474  (Step: 475/1001)
0.000000000000000e+00	1.014079e+00
4.892869781988886e-04	1.014079e+00
5.000000000000000e-04	1.014079e+00
Step Information: X=475  (Step: 476/1001)
0.000000000000000e+00	1.006033e+00
4.892869781988886e-04	1.006033e+00
5.000000000000000e-04	1.006033e+00
Step Information: X=476  (Step: 477/1001)
0.000000000000000e+00	1.016544e+00
4.892869781988886e-04	1.016544e+00
5.000000000000000e-04	1.016544e+00
Step Information: X=477  (Step: 478/1001)
0.000000000000000e+00	1.005746e+00
4.892869781988886e-04	1.005746e+00
5.000000000000000e-04	1.005746e+00
Step Information: X=478  (Step: 479/1001)
0.000000000000000e+00	9.931301e-01
4.892869781988886e-04	9.931301e-01
5.000000000000000e-04	9.931301e-01
Step Information: X=479  (Step: 480/1001)
0.000000000000000e+00	1.000780e+00
4.892869781988886e-04	1.000780e+00
5.000000000000000e-04	1.000780e+00
Step Information: X=480  (Step: 481/1001)
0.000000000000000e+00	1.003507e+00
4.892869781988886e-04	1.003507e+00
5.000000000000000e-04	1.003507e+00
Step Information: X=481  (Step: 482/1001)
0.000000000000000e+00	1.002156e+00
4.892869781988886e-04	1.002156e+00
5.000000000000000e-04	1.002156e+00
Step Information: X=482  (Step: 483/1001)
0.000000000000000e+00	1.009871e+00
4.892869781988886e-04	1.009871e+00
5.000000000000000e-04	1.009871e+00
Step Information: X=483  (Step: 484/1001)
0.000000000000000e+00	1.001039e+00
4.892869781988886e-04	1.001039e+00
5.000000000000000e-04	1.001039e+00
Step Information: X=484  (Step: 485/1001)
0.000000000000000e+00	9.998400e-01
4.892869781988886e-04	9.998400e-01
5.000000000000000e-04	9.998400e-01
Step Information: X=485  (Step: 486/1001)
0.000000000000000e+00	1.004132e+00
4.892869781988886e-04	1.004132e+00
5.000000000000000e-04	1.004132e+00
Step Information: X=486  (Step: 487/1001)
0.000000000000000e+00	1.016225e+00
4.892869781988886e-04	1.016225e+00
5.000000000000000e-04	1.016225e+00
Step Information: X=487  (Step: 488/1001)
0.000000000000000e+00	1.007898e+00
4.892869781988886e-04	1.007898e+00
5.000000000000000e-04	1.007898e+00
Step Information: X=488  (Step: 489/1001)
0.000000000000000e+00	1.010907e+00
4.892869781988886e-04	1.010907e+00
5.000000000000000e-04	1.010907e+00
Step Information: X=489  (Step: 490/1001)
0.000000000000000e+00	1.005999e+00
4.892869781988886e-04	1.005999e+00
5.000000000000000e-04	1.005999e+00
Step Information: X=490  (Step: 491/1001)
0.000000000000000e+00	9.895598e-01
4.892869781988886e-04	9.895598e-01
5.000000000000000e-04	9.895598e-01
Step Information: X=491  (Step: 492/1001)
0.000000000000000e+00	9.915529e-01
4.892869781988886e-04	9.915529e-01
5.000000000000000e-04	9.915529e-01
Step Information: X=492  (Step: 493/1001)
0.000000000000000e+00	9.886940e-01
4.892869781988886e-04	9.886940e-01
5.000000000000000e-04	9.886940e-01
Step Information: X=493  (Step: 494/1001)
0.000000000000000e+00	9.945974e-01
4.892869781988886e-04	9.945974e-01
5.000000000000000e-04	9.945974e-01
Step Information: X=494  (Step: 495/1001)
0.000000000000000e+00	1.006132e+00
4.892869781988886e-04	1.006132e+00
5.000000000000000e-04	1.006132e+00
Step Information: X=495  (Step: 496/1001)
0.000000000000000e+00	9.969337e-01
4.892869781988886e-04	9.969337e-01
5.000000000000000e-04	9.969337e-01
Step Information: X=496  (Step: 497/1001)
0.000000000000000e+00	1.016035e+00
4.892869781988886e-04	1.016035e+00
5.000000000000000e-04	1.016035e+00
Step Information: X=497  (Step: 498/1001)
0.000000000000000e+00	1.000656e+00
4.892869781988886e-04	1.000656e+00
5.000000000000000e-04	1.000656e+00
Step Information: X=498  (Step: 499/1001)
0.000000000000000e+00	9.990227e-01
4.892869781988886e-04	9.990227e-01
5.000000000000000e-04	9.990227e-01
Step Information: X=499  (Step: 500/1001)
0.000000000000000e+00	9.988787e-01
4.892869781988886e-04	9.988787e-01
5.000000000000000e-04	9.988787e-01
Step Information: X=500  (Step: 501/1001)
0.000000000000000e+00	9.922948e-01
4.892869781988886e-04	9.922948e-01
5.000000000000000e-04	9.922948e-01
Step Information: X=501  (Step: 502/1001)
0.000000000000000e+00	1.011524e+00
4.892869781988886e-04	1.011524e+00
5.000000000000000e-04	1.011524e+00
Step Information: X=502  (Step: 503/1001)
0.000000000000000e+00	1.001965e+00
4.892869781988886e-04	1.001965e+00
5.000000000000000e-04	1.001965e+00
Step Information: X=503  (Step: 504/1001)
0.000000000000000e+00	1.006170e+00
4.892869781988886e-04	1.006170e+00
5.000000000000000e-04	1.006170e+00
Step Information: X=504  (Step: 505/1001)
0.000000000000000e+00	9.931025e-01
4.892869781988886e-04	9.931025e-01
5.000000000000000e-04	9.931025e-01
Step Information: X=505  (Step: 506/1001)
0.000000000000000e+00	1.005346e+00
4.892869781988886e-04	1.005346e+00
5.000000000000000e-04	1.005346e+00
Step Information: X=506  (Step: 507/1001)
0.000000000000000e+00	9.923756e-01
4.892869781988886e-04	9.923756e-01
5.000000000000000e-04	9.923756e-01
Step Information: X=507  (Step: 508/1001)
0.000000000000000e+00	1.005204e+00
4.892869781988886e-04	1.005204e+00
5.000000000000000e-04	1.005204e+00
Step Information: X=508  (Step: 509/1001)
0.000000000000000e+00	9.963611e-01
4.892869781988886e-04	9.963611e-01
5.000000000000000e-04	9.963611e-01
Step Information: X=509  (Step: 510/1001)
0.000000000000000e+00	1.010272e+00
4.892869781988886e-04	1.010272e+00
5.000000000000000e-04	1.010272e+00
Step Information: X=510  (Step: 511/1001)
0.000000000000000e+00	1.000711e+00
4.892869781988886e-04	1.000711e+00
5.000000000000000e-04	1.000711e+00
Step Information: X=511  (Step: 512/1001)
0.000000000000000e+00	9.824985e-01
4.892869781988886e-04	9.824985e-01
5.000000000000000e-04	9.824985e-01
Step Information: X=512  (Step: 513/1001)
0.000000000000000e+00	9.975144e-01
4.892869781988886e-04	9.975144e-01
5.000000000000000e-04	9.975144e-01
Step Information: X=513  (Step: 514/1001)
0.000000000000000e+00	9.943618e-01
4.892869781988886e-04	9.943618e-01
5.000000000000000e-04	9.943618e-01
Step Information: X=514  (Step: 515/1001)
0.000000000000000e+00	1.013832e+00
4.892869781988886e-04	1.013832e+00
5.000000000000000e-04	1.013832e+00
Step Information: X=515  (Step: 516/1001)
0.000000000000000e+00	1.009535e+00
4.892869781988886e-04	1.009535e+00
5.000000000000000e-04	1.009535e+00
Step Information: X=516  (Step: 517/1001)
0.000000000000000e+00	1.015733e+00
4.892869781988886e-04	1.015733e+00
5.000000000000000e-04	1.015733e+00
Step Information: X=517  (Step: 518/1001)
0.000000000000000e+00	1.006509e+00
4.892869781988886e-04	1.006509e+00
5.000000000000000e-04	1.006509e+00
Step Information: X=518  (Step: 519/1001)
0.000000000000000e+00	1.010318e+00
4.892869781988886e-04	1.010318e+00
5.000000000000000e-04	1.010318e+00
Step Information: X=519  (Step: 520/1001)
0.000000000000000e+00	1.010507e+00
4.892869781988886e-04	1.010507e+00
5.000000000000000e-04	1.010507e+00
Step Information: X=520  (Step: 521/1001)
0.000000000000000e+00	1.014202e+00
4.892869781988886e-04	1.014202e+00
5.000000000000000e-04	1.014202e+00
Step Information: X=521  (Step: 522/1001)
0.000000000000000e+00	9.912470e-01
4.892869781988886e-04	9.912470e-01
5.000000000000000e-04	9.912470e-01
Step Information: X=522  (Step: 523/1001)
0.000000000000000e+00	9.979234e-01
4.892869781988886e-04	9.979234e-01
5.000000000000000e-04	9.979234e-01
Step Information: X=523  (Step: 524/1001)
0.000000000000000e+00	1.012634e+00
4.892869781988886e-04	1.012634e+00
5.000000000000000e-04	1.012634e+00
Step Information: X=524  (Step: 525/1001)
0.000000000000000e+00	9.847388e-01
4.892869781988886e-04	9.847388e-01
5.000000000000000e-04	9.847388e-01
Step Information: X=525  (Step: 526/1001)
0.000000000000000e+00	1.001561e+00
4.892869781988886e-04	1.001561e+00
5.000000000000000e-04	1.001561e+00
Step Information: X=526  (Step: 527/1001)
0.000000000000000e+00	9.869823e-01
4.892869781988886e-04	9.869823e-01
5.000000000000000e-04	9.869823e-01
Step Information: X=527  (Step: 528/1001)
0.000000000000000e+00	9.872390e-01
4.892869781988886e-04	9.872390e-01
5.000000000000000e-04	9.872390e-01
Step Information: X=528  (Step: 529/1001)
0.000000000000000e+00	1.001067e+00
4.892869781988886e-04	1.001067e+00
5.000000000000000e-04	1.001067e+00
Step Information: X=529  (Step: 530/1001)
0.000000000000000e+00	9.950321e-01
4.892869781988886e-04	9.950321e-01
5.000000000000000e-04	9.950321e-01
Step Information: X=530  (Step: 531/1001)
0.000000000000000e+00	1.009134e+00
4.892869781988886e-04	1.009134e+00
5.000000000000000e-04	1.009134e+00
Step Information: X=531  (Step: 532/1001)
0.000000000000000e+00	1.006775e+00
4.892869781988886e-04	1.006775e+00
5.000000000000000e-04	1.006775e+00
Step Information: X=532  (Step: 533/1001)
0.000000000000000e+00	1.020115e+00
4.892869781988886e-04	1.020115e+00
5.000000000000000e-04	1.020115e+00
Step Information: X=533  (Step: 534/1001)
0.000000000000000e+00	1.002387e+00
4.892869781988886e-04	1.002387e+00
5.000000000000000e-04	1.002387e+00
Step Information: X=534  (Step: 535/1001)
0.000000000000000e+00	1.001718e+00
4.892869781988886e-04	1.001718e+00
5.000000000000000e-04	1.001718e+00
Step Information: X=535  (Step: 536/1001)
0.000000000000000e+00	1.011597e+00
4.892869781988886e-04	1.011597e+00
5.000000000000000e-04	1.011597e+00
Step Information: X=536  (Step: 537/1001)
0.000000000000000e+00	1.001692e+00
4.892869781988886e-04	1.001692e+00
5.000000000000000e-04	1.001692e+00
Step Information: X=537  (Step: 538/1001)
0.000000000000000e+00	1.017001e+00
4.892869781988886e-04	1.017001e+00
5.000000000000000e-04	1.017001e+00
Step Information: X=538  (Step: 539/1001)
0.000000000000000e+00	1.000290e+00
4.892869781988886e-04	1.000290e+00
5.000000000000000e-04	1.000290e+00
Step Information: X=539  (Step: 540/1001)
0.000000000000000e+00	9.959453e-01
4.892869781988886e-04	9.959453e-01
5.000000000000000e-04	9.959453e-01
Step Information: X=540  (Step: 541/1001)
0.000000000000000e+00	1.000099e+00
4.892869781988886e-04	1.000099e+00
5.000000000000000e-04	1.000099e+00
Step Information: X=541  (Step: 542/1001)
0.000000000000000e+00	1.006072e+00
4.892869781988886e-04	1.006072e+00
5.000000000000000e-04	1.006072e+00
Step Information: X=542  (Step: 543/1001)
0.000000000000000e+00	9.938278e-01
4.892869781988886e-04	9.938278e-01
5.000000000000000e-04	9.938278e-01
Step Information: X=543  (Step: 544/1001)
0.000000000000000e+00	1.000789e+00
4.892869781988886e-04	1.000789e+00
5.000000000000000e-04	1.000789e+00
Step Information: X=544  (Step: 545/1001)
0.000000000000000e+00	1.021389e+00
